id,studyid,author,year,domain,context,n,x,y,z,data,coefnr,coef,se,xmin,xmax,ymin,ymax,xsd,ysd,interpretation,source,personal,direction,estimation,issue,depv,note,scoef,direction_val,issue_val,depv_val,personal_val,zscore,zscore_abs,scoefsize
216,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",1277,Prostitution law,"Attitudes toward prostitution, selling wrong",1,Longitudinal,9,0.289,0.322,0,1,0,10,0.5,3.13,No effect,"Table 4, page 109",0,NA,OLS,0,1,Moderator: geography,NA,NA,Other,Political attitude,General,0.8975155279503104,0.8975155279503104,NA
217,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",1281,Prostitution law,"Attitudes toward prostitution, buying wrong",1,Longitudinal,10,0.509,0.288,0,1,0,10,0.5,3.03,Positive effect,"Table 4, page 109",0,NA,OLS,0,1,Moderator: geography,NA,NA,Other,Political attitude,General,1.7673611111111114,1.7673611111111114,NA
218,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",1270,Prostitution law,"Attitudes toward prostitution, illegal selling",1,Longitudinal,11,0.041,0.058,0,1,0,1,0.5,0.5,No effect,"Table 4, page 109",0,NA,OLS,0,1,Moderator: geography,NA,NA,Other,Political attitude,General,0.7068965517241379,0.7068965517241379,NA
219,25,Kotsadam and Jakobsson,2011,Other,"Sweden and Norway, representative",1280,Prostitution law,"Attitudes toward prostitution, illegal buying",1,Longitudinal,12,0.134,0.054,0,1,0,1,0.5,0.49,Positive effect,"Table 4, page 109",0,NA,OLS,0,1,Moderator: geography,NA,NA,Other,Political attitude,General,2.481481481481482,2.481481481481482,NA
220,26,Lindh,2015,Other,"17 OECD countries, ISSP",NA,Private funding,Support for market distribution of services,0,Cross-sectional,1,6.6,1.9,NA,NA,0,100,NA,NA,Positive effect,"Table 2, page 901",0,1,OLS,0,3,NA,NA,Positive,Other,Policy attitude,General,3.473684210526316,3.473684210526316,NA
221,26,Lindh,2015,Welfare,"17 OECD countries, ISSP",NA,Public employment as a proportion of total employment,Support for market distribution of services,0,Cross-sectional,2,0.2,2.6,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,0,OLS,2,3,NA,NA,None,Social,Policy attitude,General,0.07692307692307693,0.07692307692307693,NA
222,26,Lindh,2015,Other,"17 OECD countries, ISSP",NA,Private funding,Support for market distribution of services,1,Cross-sectional,3,0.1,1.3,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,0,3,Moderator: skilled worker,NA,NA,Other,Policy attitude,General,0.07692307692307693,0.07692307692307693,NA
223,26,Lindh,2015,Other,"17 OECD countries, ISSP",NA,Private funding,Support for market distribution of services,1,Cross-sectional,4,-0.5,1.1,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,0,3,Moderator: routine non-manual,NA,NA,Other,Policy attitude,General,-0.45454545454545453,0.45454545454545453,NA
224,26,Lindh,2015,Other,"17 OECD countries, ISSP",NA,Private funding,Support for market distribution of services,1,Cross-sectional,5,-1.6,1.1,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,0,3,Moderator: service class II,NA,NA,Other,Policy attitude,General,-1.4545454545454546,1.4545454545454546,NA
225,26,Lindh,2015,Other,"17 OECD countries, ISSP",NA,Private funding,Support for market distribution of services,1,Cross-sectional,6,-1.9,1.2,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,0,3,Moderator: service class I,NA,NA,Other,Policy attitude,General,-1.5833333333333333,1.5833333333333333,NA
226,26,Lindh,2015,Other,"17 OECD countries, ISSP",NA,Private funding,Support for market distribution of services,1,Cross-sectional,7,-1,1.1,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,0,3,Moderator: self employed,NA,NA,Other,Policy attitude,General,-0.9090909090909091,0.9090909090909091,NA
227,26,Lindh,2015,Welfare,"17 OECD countries, ISSP",NA,Public employment as a proportion of total employment,Support for market distribution of services,1,Cross-sectional,8,-0.2,1.1,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,2,3,Moderator: skilled worker,NA,NA,Social,Policy attitude,General,-0.18181818181818182,0.18181818181818182,NA
228,26,Lindh,2015,Welfare,"17 OECD countries, ISSP",NA,Public employment as a proportion of total employment,Support for market distribution of services,1,Cross-sectional,9,1.7,0.9,NA,NA,0,100,NA,NA,No effect,"Table 2, page 901",0,NA,OLS,2,3,Moderator: routine non-manual,NA,NA,Social,Policy attitude,General,1.8888888888888888,1.8888888888888888,NA
229,26,Lindh,2015,Welfare,"17 OECD countries, ISSP",NA,Public employment as a proportion of total employment,Support for market distribution of services,1,Cross-sectional,10,2.8,0.9,NA,NA,0,100,NA,NA,Positive effect,"Table 2, page 901",0,NA,OLS,2,3,Moderator: service class II,NA,NA,Social,Policy attitude,General,3.1111111111111107,3.1111111111111107,NA
230,26,Lindh,2015,Welfare,"17 OECD countries, ISSP",NA,Public employment as a proportion of total employment,Support for market distribution of services,1,Cross-sectional,11,4.1,1,NA,NA,0,100,NA,NA,Positive effect,"Table 2, page 901",0,NA,OLS,2,3,Moderator: service class I,NA,NA,Social,Policy attitude,General,4.1,4.1,NA
231,26,Lindh,2015,Welfare,"17 OECD countries, ISSP",NA,Public employment as a proportion of total employment,Support for market distribution of services,1,Cross-sectional,12,3.4,1,NA,NA,0,100,NA,NA,Positive effect,"Table 2, page 901",0,NA,OLS,2,3,Moderator: self employed,NA,NA,Social,Policy attitude,General,3.4,3.4,NA
232,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, restrictive",Anti-immigration attitudes,0,Cross-sectional,1,-0.103,0.104,NA,NA,NA,NA,NA,NA,No effect,"Table 4, page 153",0,0,OLS,2,1,NA,NA,None,Social,Political attitude,General,-0.9903846153846154,0.9903846153846154,NA
233,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, workfare",Anti-immigration attitudes,0,Cross-sectional,2,-0.097,0.112,NA,NA,NA,NA,NA,NA,No effect,"Table 4, page 153",0,0,OLS,2,1,NA,NA,None,Social,Political attitude,General,-0.8660714285714286,0.8660714285714286,NA
234,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, weak",Anti-immigration attitudes,0,Cross-sectional,3,-0.194,0.15,NA,NA,NA,NA,NA,NA,No effect,"Table 4, page 153",0,0,OLS,2,1,NA,NA,None,Social,Political attitude,General,-1.2933333333333334,1.2933333333333334,NA
235,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, activation",Anti-immigration attitudes,0,Cross-sectional,4,-0.27,0.084,NA,NA,NA,NA,NA,NA,Negative effect,"Table 4, page 153",0,NA,OLS,2,1,NA,NA,NA,Social,Political attitude,General,-3.2142857142857144,3.2142857142857144,NA
236,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, restrictive",Anti-immigration attitudes,1,Cross-sectional,5,-0.196,0.041,NA,NA,NA,NA,NA,NA,Negative effect,"Table 4, page 153",0,NA,OLS,2,1,Moderator: long-term unemployed,NA,NA,Social,Political attitude,General,-4.780487804878049,4.780487804878049,NA
237,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, workfare",Anti-immigration attitudes,1,Cross-sectional,6,-0.236,0.036,NA,NA,NA,NA,NA,NA,Negative effect,"Table 4, page 153",0,NA,OLS,2,1,Moderator: long-term unemployed,NA,NA,Social,Political attitude,General,-6.555555555555555,6.555555555555555,NA
238,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, weak",Anti-immigration attitudes,1,Cross-sectional,7,-0.15,0.05,NA,NA,NA,NA,NA,NA,Negative effect,"Table 4, page 153",0,NA,OLS,2,1,Moderator: long-term unemployed,NA,NA,Social,Political attitude,General,-2.9999999999999996,2.9999999999999996,NA
239,27,Nagayoshi and Hjerm,2015,Welfare,26 European countries,149601,"Welfare policy, activation",Anti-immigration attitudes,1,Cross-sectional,8,-0.165,0.052,NA,NA,NA,NA,NA,NA,Negative effect,"Table 4, page 153",0,NA,OLS,2,1,Moderator: long-term unemployed,NA,NA,Social,Political attitude,General,-3.1730769230769234,3.1730769230769234,NA
240,28,Raven et al.,2011,Welfare,"Netherlands, representative",34532,"Welfare state spending, old age pension (%GDP)","Preferences for social security spending, t-1",0,Longitudinal,1,0.15,0.06,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 381",0,1,OLS,2,3,NA,NA,Positive,Social,Policy attitude,General,2.5,2.5,NA
241,28,Raven et al.,2011,Welfare,"Netherlands, representative",32882,"Welfare state spending, old age pension (%GDP)","Preferences for social security spending, t-2",0,Longitudinal,2,0.11,0.02,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 381",0,1,OLS,2,3,NA,NA,Positive,Social,Policy attitude,General,5.5,5.5,NA
242,28,Raven et al.,2011,Welfare,"Netherlands, representative",32882,"Welfare state spending, old age pension (%GDP)","Preferences for social security spending, t-3",0,Longitudinal,3,0.14,0.02,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 381",0,1,OLS,2,3,NA,NA,Positive,Social,Policy attitude,General,7.000000000000001,7.000000000000001,NA
243,28,Raven et al.,2011,Welfare,"Netherlands, representative",30779,"Welfare state spending, old age pension (%GDP)","Preferences for social security spending, t-4",0,Longitudinal,4,0.15,0.04,NA,NA,NA,NA,NA,NA,Positive effect,"Table 3, page 381",0,1,OLS,2,3,NA,NA,Positive,Social,Policy attitude,General,3.75,3.75,NA
244,28,Raven et al.,2011,Welfare,"Netherlands, representative",34532,"Welfare state spending, unemployment benefit (%GDP)","Preferences for social security spending, t-1",0,Longitudinal,5,-0.12,0.04,NA,NA,NA,NA,NA,NA,Negative effect,"Table 3, page 381",0,-1,OLS,2,3,NA,NA,Negative,Social,Policy attitude,General,-3,3,NA
245,28,Raven et al.,2011,Welfare,"Netherlands, representative",32882,"Welfare state spending, unemployment benefit (%GDP)","Preferences for social security spending, t-2",0,Longitudinal,6,-0.14,0.02,NA,NA,NA,NA,NA,NA,Negative effect,"Table 3, page 381",0,-1,OLS,2,3,NA,NA,Negative,Social,Policy attitude,General,-7.000000000000001,7.000000000000001,NA
246,28,Raven et al.,2011,Welfare,"Netherlands, representative",32882,"Welfare state spending, unemployment benefit (%GDP)","Preferences for social security spending, t-3",0,Longitudinal,7,-0.1,0.02,NA,NA,NA,NA,NA,NA,Negative effect,"Table 3, page 381",0,-1,OLS,2,3,NA,NA,Negative,Social,Policy attitude,General,-5,5,NA
247,28,Raven et al.,2011,Welfare,"Netherlands, representative",30779,"Welfare state spending, unemployment benefit (%GDP)","Preferences for social security spending, t-4",0,Longitudinal,8,-0.08,0.04,NA,NA,NA,NA,NA,NA,Negative effect,"Table 3, page 381",0,-1,OLS,2,3,NA,NA,Negative,Social,Policy attitude,General,-2,2,NA
248,28,Raven et al.,2011,Welfare,"Netherlands, representative",34532,"Welfare state spending, ALMP (%GDP)","Preferences for social security spending, t-1",0,Longitudinal,9,-0.24,0.17,NA,NA,NA,NA,NA,NA,No effect,"Table 3, page 381",0,0,OLS,2,3,NA,NA,None,Social,Policy attitude,General,-1.4117647058823528,1.4117647058823528,NA
249,28,Raven et al.,2011,Welfare,"Netherlands, representative",32882,"Welfare state spending, ALMP (%GDP)","Preferences for social security spending, t-2",0,Longitudinal,10,-0.27,0.1,NA,NA,NA,NA,NA,NA,Negative effect,"Table 3, page 381",0,-1,OLS,2,3,NA,NA,Negative,Social,Policy attitude,General,-2.7,2.7,NA
250,28,Raven et al.,2011,Welfare,"Netherlands, representative",32882,"Welfare state spending, ALMP (%GDP)","Preferences for social security spending, t-3",0,Longitudinal,11,0.05,0.08,NA,NA,NA,NA,NA,NA,No effect,"Table 3, page 381",0,0,OLS,2,3,NA,NA,None,Social,Policy attitude,General,0.625,0.625,NA
251,28,Raven et al.,2011,Welfare,"Netherlands, representative",30779,"Welfare state spending, ALMP (%GDP)","Preferences for social security spending, t-4",0,Longitudinal,12,-0.03,0.13,NA,NA,NA,NA,NA,NA,No effect,"Table 3, page 381",0,0,OLS,2,3,NA,NA,None,Social,Policy attitude,General,-0.23076923076923075,0.23076923076923075,NA
252,29,Rhodes,2015,Education,"U.S., adults, representative",210,State standards,Internal efficacy,0,Cross-sectional,1,-0.003,0.017,0,21,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,-0.1764705882352941,0.1764705882352941,NA
253,29,Rhodes,2015,Education,"U.S., adults, representative",210,State standards,External efficacy,0,Cross-sectional,2,0.004,0.019,0,21,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,0.2105263157894737,0.2105263157894737,NA
254,29,Rhodes,2015,Education,"U.S., adults, representative",210,State standards,Trust in government,0,Cross-sectional,3,0.004,0.02,0,21,1,4,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,1,NA,NA,None,Education,Political attitude,General,0.2,0.2,NA
255,29,Rhodes,2015,Education,"U.S., adults, representative",210,State standards,Efficiency in government,0,Cross-sectional,4,0.029,0.019,0,21,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,1.5263157894736843,1.5263157894736843,NA
256,29,Rhodes,2015,Education,"U.S., adults, representative",210,State standards,School quality,0,Cross-sectional,5,-0.017,0.041,0,21,1,5,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,1,NA,NA,None,Education,Political attitude,General,-0.41463414634146345,0.41463414634146345,NA
257,29,Rhodes,2015,Education,"U.S., adults, representative",210,State assessments,Internal efficacy,0,Cross-sectional,6,-0.03,0.126,0,30,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,-0.23809523809523808,0.23809523809523808,NA
258,29,Rhodes,2015,Education,"U.S., adults, representative",210,State assessments,External efficacy,0,Cross-sectional,7,0.017,0.097,0,30,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,0.1752577319587629,0.1752577319587629,NA
259,29,Rhodes,2015,Education,"U.S., adults, representative",210,State assessments,Trust in government,0,Cross-sectional,8,-0.228,0.097,0,30,1,4,NA,NA,Negative effect,"Table 3, page 202",0,-1,OLS,1,1,NA,NA,Negative,Education,Political attitude,General,-2.350515463917526,2.350515463917526,NA
260,29,Rhodes,2015,Education,"U.S., adults, representative",210,State assessments,Efficiency in government,0,Cross-sectional,9,-0.249,0.093,0,30,1,3,NA,NA,Negative effect,"Table 3, page 202",0,-1,OLS,1,2,NA,NA,Negative,Education,Political engagement,General,-2.6774193548387095,2.6774193548387095,NA
261,29,Rhodes,2015,Education,"U.S., adults, representative",210,State assessments,School quality,0,Cross-sectional,10,-0.234,0.111,0,30,1,5,NA,NA,Negative effect,"Table 3, page 202",0,-1,OLS,1,1,NA,NA,Negative,Education,Political attitude,General,-2.1081081081081083,2.1081081081081083,NA
262,29,Rhodes,2015,Education,"U.S., adults, representative",210,School accountability,Internal efficacy,0,Cross-sectional,11,-0.024,0.047,0,5,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,-0.5106382978723404,0.5106382978723404,NA
263,29,Rhodes,2015,Education,"U.S., adults, representative",210,School accountability,External efficacy,0,Cross-sectional,12,-0.033,0.058,0,5,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,-0.5689655172413793,0.5689655172413793,NA
264,29,Rhodes,2015,Education,"U.S., adults, representative",210,School accountability,Trust in government,0,Cross-sectional,13,-0.102,0.069,0,5,1,4,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,1,NA,NA,None,Education,Political attitude,General,-1.478260869565217,1.478260869565217,NA
265,29,Rhodes,2015,Education,"U.S., adults, representative",210,School accountability,Efficiency in government,0,Cross-sectional,14,0.01,0.065,0,5,1,3,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,0.15384615384615385,0.15384615384615385,NA
266,29,Rhodes,2015,Education,"U.S., adults, representative",210,School accountability,School quality,0,Cross-sectional,15,-0.056,0.099,0,5,1,5,NA,NA,No effect,"Table 3, page 202",0,0,OLS,1,1,NA,NA,None,Education,Political attitude,General,-0.5656565656565656,0.5656565656565656,NA
267,29,Rhodes,2015,Education,"U.S., adults, representative",434,State standards,Political participation index,0,Cross-sectional,16,0.013,0.035,0,21,0,7,NA,NA,No effect,"Table 4, page 205",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,0.3714285714285714,0.3714285714285714,NA
268,29,Rhodes,2015,Education,"U.S., adults, representative",434,State assessments,Political participation index,0,Cross-sectional,17,-0.031,0.046,0,30,0,7,NA,NA,No effect,"Table 4, page 205",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,-0.6739130434782609,0.6739130434782609,NA
269,29,Rhodes,2015,Education,"U.S., adults, representative",434,School accountability,Political participation index,0,Cross-sectional,18,0.02,0.078,0,5,0,7,NA,NA,No effect,"Table 4, page 205",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,0.25641025641025644,0.25641025641025644,NA
270,29,Rhodes,2015,Education,"U.S., adults, representative",434,State standards,Parental involvement index,0,Cross-sectional,19,-0.036,0.039,0,21,0,9,NA,NA,No effect,"Table 4, page 205",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,-0.923076923076923,0.923076923076923,NA
271,29,Rhodes,2015,Education,"U.S., adults, representative",434,State assessments,Parental involvement index,0,Cross-sectional,20,-0.196,0.047,0,30,0,9,NA,NA,Negative effect,"Table 4, page 205",0,-1,OLS,1,2,NA,NA,Negative,Education,Political engagement,General,-4.170212765957447,4.170212765957447,NA
272,29,Rhodes,2015,Education,"U.S., adults, representative",434,School accountability,Parental involvement index,0,Cross-sectional,21,0.011,0.093,0,5,0,9,NA,NA,No effect,"Table 4, page 205",0,0,OLS,1,2,NA,NA,None,Education,Political engagement,General,0.11827956989247311,0.11827956989247311,NA
273,30,Soss,1999,Welfare,"U.S., representative",1998,"Program participation, SSDI",Turnout,0,Cross-sectional,1,-0.328,0.247,0,1,0,1,0.227,0.431,No effect,"Table 1, page 365",1,0,Logit,2,2,NA,-0.17275174013921116,None,Social,Political engagement,Personal,-1.3279352226720649,1.3279352226720649,0.17275174013921116
